1	22	22	0
2	36	26	18
3	21	45	27
4	45	35	21
5	55	20	30
6	33	34	22
7	50	50	11
8	55	45	35
9	26	59	32
10	40	66	17
11	55	65	25
12	35	51	36
13	62	35	12
14	62	57	15
15	62	24	21
16	21	36	20
17	33	44	35
18	9	56	25
19	62	48	29
20	66	14	27
21	44	13	17
22	26	13	10
23	11	28	23
24	7	43	38
25	17	64	13
26	41	46	35
27	55	34	18
28	35	16	14
29	52	26	26
30	43	26	16
31	31	76	25
32	22	53	30
33	26	29	25
34	50	40	19
35	55	50	17
36	54	10	14
37	60	15	19
38	47	66	37
39	30	60	35
40	30	50	36
41	12	17	20
42	15	14	13
43	16	19	19
44	21	48	35
45	50	30	18
46	51	42	16
47	50	15	19
48	48	21	17
49	12	38	36
50	15	56	30
51	29	39	16
52	54	38	26
53	55	57	35
54	67	41	29
55	10	70	18
56	6	25	23
57	65	27	12
58	40	60	19
59	70	64	24
60	64	4	17
61	36	6	18
62	30	20	25
63	20	30	22
64	15	5	35
65	50	70	29
66	57	72	31
67	45	42	22
68	38	33	34
69	50	4	15
70	66	8	30
71	59	5	35
72	35	60	39
73	27	24	34
74	40	20	11
75	40	37	30
76	40	40	13

